2a90dcd3-1e43-45f1-8d00-0dc77e164a70	Argan Oil Hair Styling Pomade Formula	/objects/uploads/30fb58f3-2769-421f-9d93-17df516e1644?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T094648Z&X-Goog-Expires=899&X-Goog-Signature=2b03f7b6234d6e1f91816be9909b126fe5c9504166cc6d13e5bbe0ca297b66a662e888eeac26f7deee1471d1be0d785245c0e23838f0b56bdb14ab935e66ffd8007bef374ae7b65fe5b5ab3307a2bf83977b84661ba10c7d053b777b6facc020fafff3e22ced85624aa0a80e74bdd283ee8d522b1115f33b991fde853412d75f42056df2bd9e83900e3ecc5453703e2e80e21b82b0a764076b80efc828bfe805cbe976cad3c02fc19f8520b6a7fbac80e9c75397bcf7b30b401e2f3b272d2eb39bcc5565aee2f7ce23119dd1f03f7bc0a3aa3b4dd9e760170776472a83f20d94c61fdaaf1c396491df21a5c77690229ced7806c70fc5df79cd03994cbc32de74&X-Goog-SignedHeaders=host
c2c79af5-1d34-4d95-9228-de9b02d656f3	Artificial Grass Adhesive Formula	/objects/uploads/6b041c15-85d6-4c2c-9268-84c305a246f0?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T094808Z&X-Goog-Expires=899&X-Goog-Signature=0ae290932335ed1211046bf12d7792765e6024bc54fbd4118d4a5cde54b0973cc6045ac0826c051c817caaf8320a1cfea9a01286daea46c7b0cc73dfceb6b791a0fd7a7d733a3f64e3c43c005fd8009309e67078bb6976eb11e2b3fec06272d9c179859e78f4942580e6aff0545c97111115b1d3e30a49cca5342fad884445d02f1a03b45bce4790cd1c3f4348eb390b7e49fcb0702ac8ac2c7c3be173a0a07ebbb42cadc84714f63c3f4d4281a9109527ff5935a6f321f5348f1bab9df3301caa3ba3c230aa1333281fea93850696b871b77f6156a47bc7d202eace6a77ab3d8813568a2e80b7321deb8deed20ca204f5166806b6ed6413b8387d797b30f017&X-Goog-SignedHeaders=host
627a2442-1ef9-491a-a9b6-529183c56ee6	Artisan Leather Revitalizing Serum Formulation	/objects/uploads/b7a07993-e904-4880-819d-05a0e334abca?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T095148Z&X-Goog-Expires=899&X-Goog-Signature=79e8417e9c0bb6c2f69e8c7e3a9efffd32096557c5784b0bbeb05c88077e30a1a214f97b45ea46bba4a27a70ffce0674ccde20fc679e352507621f00ca5b010e21c5a8990a014247060a4dd3aa5524b2a64ad3e9c8d84c931af3764dfd88b31c7c37f2be5621d72411cad5100c3cfd4b316240980e72c8208b9ef03c00fcd5b9a0677467677d904ff4e4031c78c7fd48035b398412e202bd94b6c923439be0c982d4d93110df14ac738b35408f9e8d60a6f1609bc435f22d512187e9336c9302ffbd7dd06a0e151b8531ec2e2b4640d55de4663f6664af38a1b0683d171c28245fbc9a906c19f021937a865286c56ee961d6fba62fbe78fe465c30b513ffd13e&X-Goog-SignedHeaders=host
428c8a8d-80c6-46b8-ba1a-d17e229d5119	Automatic Dishwasher Detergent Pods Formula	/objects/uploads/0712eff4-c5cc-4b3e-8b94-41c39c919945?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20250927%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250927T065534Z&X-Goog-Expires=899&X-Goog-Signature=8d1dc8f720d83c48572bc68291a95e9be660e58f9e2d5e08bab62001efe62025726f6ac4bf74b5dd6237d297b20a966a25f3372960f0483838e30edefe1f1ec98be1b52a0967145281788d330120a5fff818e66a8ecec41956176825a058cc15d0cc8e80b0973376dde44a4c87555f365e0fcc2380f51d8d9596eca2367d6e81a22770942478283fa347376a9edd9bd57403b4de3c586fd64cc1782db6afef21668a2ae8e87ca1fd906cb9b6273a3afbdc5d6221713d5f87ee3dc879ae1b6074a3afbfa92406a63b77f9aa69777bce296cd2f872b0a6734a284390c40f927224cae14f29c187c6322040544c4159b84b1e35a2090871987d189ef70c9c46456b&X-Goog-SignedHeaders=host
e580c78e-a818-4662-85e8-edc307360c30	Bergamot & Sandalwood Solid Cologne Stick Formulation	/objects/uploads/886f83b7-916e-4349-a838-6d9568c9db78?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T095849Z&X-Goog-Expires=899&X-Goog-Signature=6427ec524cfdb8a99c661d3bc9cbff4e8df0142e826333b2675bfc5c21e229ccc912106ff9cfc15552f7bd87297d5a8db85452693e24c47be2bcc43f76d71ec78def83cb73407a46429586fdea4f90fb9b3d3be36c9cedddb0b6bc0d22dd523675edd9289b675a3c11a3098a471022a8c8ab35b6ec278352d3e7100f27b571f27f1926566115688344846ecf87e4a14392e706715655875bf99320c6e961806ab4a26326af9ce89689c11c607e24fe526720e52fe448cf6cc492ff5d99df50e7002d9621aa42001e8d5f3a896bf2b2f46582c67350ec65eaad6f55c008c0b63450ebaa8a01a0db8870dda500bdeb6781a26301069da72a98b4a03182f4205100&X-Goog-SignedHeaders=host
546fc5a4-613a-4d66-8dd7-6e8a9469e454	Bio-Based Wood Adhesive Formulation	/objects/uploads/06c918fd-f1b6-47b1-9a8d-d9eb81fdd597?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T100026Z&X-Goog-Expires=899&X-Goog-Signature=0a53b33517ed07d51a9152fa4449c7704ad20112789bad35959f9fa4697dc9e352c29793aa1ad43a8b673cc8fae1949b326b8951dddc4b542c7ec5a061103da5707f2dbbc89f2184310f83d31dd5f6fde8f308e0454dc10e30f47c1ea6d283c8c10dda848bf43a581bf2ed96912c1238d9d14bb04f8bcb3289ed2efe6d5bc642336ad77e4edf0f7f66a43ce5a5b7831bfbb27b8683a287dbfec54f5e884ead056c164ca85767a7fe66d2708f429ac5c6d46ef566b6e9e46dab92316235c969022a42fab4cdf8e311bc9a508807b47dab5ad0a7455ea9ebdb27a3e87b6ac6c69039480571b20bf8de612b64f963fe3ac15cee4cff7cb132c39d9232923b5156b8&X-Goog-SignedHeaders=host
0ab9a75d-414d-4340-863d-b31212abc081	Biodegradable Air Cushion Packaging Formulation	/objects/uploads/49c145ae-a8cd-43e5-8fbd-03523a5d033e?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T102455Z&X-Goog-Expires=899&X-Goog-Signature=1c0b66e2d04b0c16bb8c49d9dc55d5b2b54ecf7ac49ffa13dd5ca94dfeeb60d8e0758e29d5027d0ce06fdaefed7d5a5abd10f8be7900388ec539ab6300884c431e70ac3d56076fcc9aaf9fca0ac61434bdc958bbd1706a59dd67ed6be0ee0d458207c09a05d7976e28d9dca8b32e2dbbcf098b055b131790845f8a0c9201b2b0a2ce4af7049577d3a0690d382ef52e5489d26442e1dd96f2adec6540031463db1f907206caa12eb6c61857f3a84e5c29a33a95cb6ede4b426789a8147fcb9a9971ad2a60640a7618799d149beb25128e3b8223a1f917f68ccc6b819ab550def568679c71d7c1e688ec2871ed759fa6ff0354bec432c53fc28af0f8dcfe731c28&X-Goog-SignedHeaders=host
a779d399-d12e-46bc-a5c2-65132381b62e	Biodegradable Injection-Molded Container Formulation	/objects/uploads/7b7759b1-1760-4a3b-a962-4e9d8796f323?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T101742Z&X-Goog-Expires=899&X-Goog-Signature=2e3ad27ed24fc4269ab8a789995b3a846040e9226729fddc407444724f3a326e58738771b3c7d06fbc10785d2254bc3085f9b5a57b68a7208117c73e3eab021899ef72b5f7f6304d503b9c42e368fbef5c256f1be14199d91ca9106fc2d1cadece808f9668f81f8816c6e5f69cd9f6841774c921e5b5a6c9932b24acfd7ca7998942d8b22698a74f754f5ee073f358bbd2c6d028bd8b0b84b023b1d501229723d253b828462e07660ef276dd2ac2aa5f4ea82c75a6bc6913a3c7fea61612da8ee13eda8b6f521081265b30e8cce4119eaa963494d237bed23aaed899141739b0a5fef4d368729b798a1983e38bc4c3ad1e789489517d31a4931e724905ef6b6e&X-Goog-SignedHeaders=host
d8c04e5a-3c67-4e5e-b596-64e63cd04a70	Biotin Enrichment Bonding Serum Formula	/objects/uploads/cb46bf94-0cde-4965-b774-02de229b8fcc?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T102647Z&X-Goog-Expires=899&X-Goog-Signature=74583d2d180bea7e541fba2c64d5f369e65f9b9e5a6c0bb6870e80754214f978f359a98370d3d0365dcca931a8bc1ba456258e7882562bf110a5f6b66e92984fb6dd45e84e8e574297cad0f3b3e3e4a9ea1347fd305352623c9a12de7e1941e75fdb2e349c5f3f0d56ab49b1eac55544f483e8601470391456ff1e8ba3a189307363f625d91cb2c225ff615bba396091bead52db7aae607a4cf7459468c403170c732eaa1d2fc2c1122f21ea168517f5acffa2b07764c136e7fe1a428893a9be55a91ed6231cce207d4a4e6b62d47d72430178ee0d30d8caf7fdfac2c1be88bb1f9be4aa72d7c7ef04319ecd1636392634a5be81c40526c39c6f7aefbbe77920&X-Goog-SignedHeaders=host
c0064f25-8839-4cae-9230-a51428f4e409	botanical infused dewy foundation formula beauty	/objects/uploads/2f0850fc-4241-403b-bc63-b47135fc9b89?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T102857Z&X-Goog-Expires=899&X-Goog-Signature=25b31a1734cea84f5b178cd7ee7d541fda3c0c7e55e69d42bc8dda78a269c0b57db15cbaabc08e60c0f7cffdc506cdb4952b301beba77d0384aca26dfa547f97791ba4ba98d1c954d07dddaed24f69fbbdb10c039fedbce3fc6568ea8c58908d9c60ab65ac65b3322c4adee385f5d7505557d1c0bc92ced844072b104d123dc3b59106cae14c44af4d89b61401d166a2388f45b09fad5329b30e16bb5441caa43a08812f43ea548b95513b90c4ac405db5a4e9d7240a12e15e8fc7ab089482aa16476dc876540041d4fbe7901c5b9106b1975ca89bf62430e3a454ea1cec943d3340b40494ec08d0a142e8d1913f29195b11a03fa3cc6a893560013492bb1908&X-Goog-SignedHeaders=host
4b72a1c5-e63b-41ca-a1c5-d4945717de2b	Calm Companion Lavender Formulation	/objects/uploads/d18a534e-f6ac-4402-bfb7-7c80a469a6eb?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T103113Z&X-Goog-Expires=899&X-Goog-Signature=2d4d7e51f44760a625e764103d766f8cd02cf53c48c31b1ecb17a51b7e64d96c249041ffe1e6c1c6bba3f45e9089a1459ec6d7300b733a3feda08b71eb4b12f12337f74af0ac2a391f7dd994e50ec2020833f0da2d8d3b0ed836a1f1b345d486a610359923cb366c65f1e8cae5fabefd857a9d459446bfe6c8abef83c19dddb6818536fd2b654c43e6683fbae351ded45c2e8d9005c255660853bc5619b2c8a9cbafc6c0ad61a321b96e2d5f6d4dd941e5d0306c50b7b2e4822bf93d522be39aed5366930546b98887625a34320d862beda3033c1c2dbdb94264e0efb64d6582ff1d2c8feffcc076c2981c2b02c7aad74b12337550b5c84ba88fd9fed8df920c&X-Goog-SignedHeaders=host
05cd8ddd-5509-4fce-8255-cee9ab3e565f	Camouflage Hair Enrichment Formulation	/objects/uploads/593b2f22-4826-46a7-abd2-2c69a560508d?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T103542Z&X-Goog-Expires=899&X-Goog-Signature=af302578a51476dfcc97eb1afb0163a74a1dd06baa63a87f53c3dc69d31b28f6e2e79a6b37ab101a1f3ac2b29cadba0e94e313d8bdf499f2aa70a1887355b8f26b4ad04fffdbfda85e944c79444aa3737fe4ce63d2eefb8bb1161dd6f8ee8187e69602529e7c223930465937f56aa304e51e9b371c6fc4e8c1ba13c14671c74cd7b52ffa868d2ae8286d52751633f716a9fbd8bacd14fcdd1a9721c09d717db4a4fcf473da110bb8554bf38910b982203e31103a69d2ad697120322a74d7e445a036ff218f1706d9228faa40f0a56dfe7e583ca76d0bf44d114136231a555bafd33de88f64a5bf0b608b51560fbb6cf340757bed519bdb4e31af2e56c317b7bb&X-Goog-SignedHeaders=host
b7cbf8a2-6792-4daa-83de-9e4cc31a7451	Citrus & Bergamot Bath Soak Formula	/objects/uploads/ff28e65f-bf0e-4d08-aac2-fb5768bbee65?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T103805Z&X-Goog-Expires=899&X-Goog-Signature=5303d009e192eadee161e45555f24a125147e42fbdb35a6e38bbe42d9833a213c3bd842de8e5aef9cc705163bee825c1cfc7c11d879919a2afd6b9db827d7b4cd3a7d84e31b4a51badbbbe1f8480e43c88a9e6d25fd426bdff967bf88e6003b198b4cf4e5b9ab30cf23c90e14842fa188839414d982cbcbd4ce1cb2916050b5ad18470b3b40419167599ac361f2f1329c5b401d841418ac4a73bfa6b39dfa44f1114a1e6c8be38fbf37301d371a10a08de4c95f2ef76fc1483811162c674be1f345a34128a36caf429df986257bbe36bb82dcbd15163a152ce30b977d5d0f6ad7ca640df9f32c34f85fd75af6d41ea54586583675d28585754ab644ef06fbfc3&X-Goog-SignedHeaders=host
1af6014e-eef8-40d7-aab2-28504ff55cff	Collagen Boost Conditioner formula	/objects/uploads/e526b490-84bd-417c-9a80-5ba8e8517bfb?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=heimdall-production%40replit-user-deployments.iam.gserviceaccount.com%2F20251206%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20251206T103923Z&X-Goog-Expires=899&X-Goog-Signature=a762e7db1e70d5655c406a4cdf4b5a5f4fe6e88bef67bd9e3064aa49b247a8d53cfc48dd1195875c40479a66dd41f0da9f7d518103555e3adcc2afb0936da2b63f7bb17490713a2b14e6182ef38f9f30aafacc4a5ce53f59991befdcc4cb328ea8d45128f93cec8267ea18596899a68b9b820296d01b7067f6837d94a464a8fda670c18b83d29cc34c1994a949e15cbd76b69aec27c1de43e137fe9fe05b6177db17a360cd3fc59a1c152f12e860b2a9d24ef3fcc0b9768e178e319f711281d155fde3fcb6c5d62a256afa8d729f68d4123a198328a6144d07316e2f4858dcb471334188646445af5c3a84e2d20b9c57a2d0742199f4fe184f99a16bca4685c5&X-Goog-SignedHeaders=host
